agent_id,age_bucket,occupation_class,mobility_class,vulnerability_score,home_grid_cell,hour,activity_grid_cell
3,adult,commuter,mobile,0.216473321571373,"14,3",13,"17,0"
3,adult,commuter,mobile,0.216473321571373,"14,3",14,"17,0"
3,adult,commuter,mobile,0.216473321571373,"14,3",15,"17,0"
3,adult,commuter,mobile,0.216473321571373,"14,3",16,"17,0"
3,adult,commuter,mobile,0.216473321571373,"14,3",17,"15,0"
3,adult,commuter,mobile,0.216473321571373,"14,3",18,"19,1"
3,adult,commuter,mobile,0.216473321571373,"14,3",19,"19,0"
3,adult,commuter,mobile,0.216473321571373,"14,3",20,"17,0"
3,adult,commuter,mobile,0.216473321571373,"14,3",21,"15,2"
3,adult,commuter,mobile,0.216473321571373,"14,3",22,"14,3"
3,adult,commuter,mobile,0.216473321571373,"14,3",23,"14,3"
4,adult,worker,mobile,0.179291256914281,"15,1",0,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",1,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",2,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",3,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",4,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",5,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",6,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",7,"7,2"
4,adult,worker,mobile,0.179291256914281,"15,1",8,"7,0"
4,adult,worker,mobile,0.179291256914281,"15,1",9,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",10,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",11,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",12,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",13,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",14,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",15,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",16,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",17,"9,0"
4,adult,worker,mobile,0.179291256914281,"15,1",18,"10,1"
4,adult,worker,mobile,0.179291256914281,"15,1",19,"11,0"
4,adult,worker,mobile,0.179291256914281,"15,1",20,"11,0"
4,adult,worker,mobile,0.179291256914281,"15,1",21,"7,0"
4,adult,worker,mobile,0.179291256914281,"15,1",22,"15,1"
4,adult,worker,mobile,0.179291256914281,"15,1",23,"15,1"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",0,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",1,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",2,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",3,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",4,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",5,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",6,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",7,"9,3"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",8,"8,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",9,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",10,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",11,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",12,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",13,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",14,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",15,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",16,"7,2"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",17,"6,4"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",18,"9,1"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",19,"6,1"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",20,"7,1"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",21,"7,4"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",22,"13,0"
5,elderly,visitor,mobile,0.7742080791371789,"13,0",23,"13,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",0,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",1,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",2,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",3,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",4,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",5,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",6,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",7,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",8,"4,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",9,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",10,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",11,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",12,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",13,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",14,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",15,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",16,"2,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",17,"0,2"
6,elderly,resident,mobile,0.6860132284779408,"17,0",18,"1,1"
6,elderly,resident,mobile,0.6860132284779408,"17,0",19,"1,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",20,"0,1"
6,elderly,resident,mobile,0.6860132284779408,"17,0",21,"4,1"
6,elderly,resident,mobile,0.6860132284779408,"17,0",22,"17,0"
6,elderly,resident,mobile,0.6860132284779408,"17,0",23,"17,0"
7,adult,student,mobile,0.24933523196076668,"3,1",0,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",1,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",2,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",3,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",4,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",5,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",6,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",7,"13,5"
7,adult,student,mobile,0.24933523196076668,"3,1",8,"14,6"
7,adult,student,mobile,0.24933523196076668,"3,1",9,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",10,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",11,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",12,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",13,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",14,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",15,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",16,"13,4"
7,adult,student,mobile,0.24933523196076668,"3,1",17,"11,5"
7,adult,student,mobile,0.24933523196076668,"3,1",18,"13,2"
7,adult,student,mobile,0.24933523196076668,"3,1",19,"11,3"
7,adult,student,mobile,0.24933523196076668,"3,1",20,"14,2"
7,adult,student,mobile,0.24933523196076668,"3,1",21,"13,6"
7,adult,student,mobile,0.24933523196076668,"3,1",22,"3,1"
7,adult,student,mobile,0.24933523196076668,"3,1",23,"3,1"
8,child,student,mobile,0.6343234811450121,"6,6",0,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",1,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",2,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",3,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",4,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",5,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",6,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",7,"2,1"
8,child,student,mobile,0.6343234811450121,"6,6",8,"4,0"
8,child,student,mobile,0.6343234811450121,"6,6",9,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",10,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",11,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",12,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",13,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",14,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",15,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",16,"4,1"
8,child,student,mobile,0.6343234811450121,"6,6",17,"3,2"
8,child,student,mobile,0.6343234811450121,"6,6",18,"3,0"
8,child,student,mobile,0.6343234811450121,"6,6",19,"2,0"
8,child,student,mobile,0.6343234811450121,"6,6",20,"5,0"
8,child,student,mobile,0.6343234811450121,"6,6",21,"6,1"
8,child,student,mobile,0.6343234811450121,"6,6",22,"6,6"
8,child,student,mobile,0.6343234811450121,"6,6",23,"6,6"
9,adult,worker,mobile,0.2937927377360272,"1,1",0,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",1,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",2,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",3,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",4,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",5,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",6,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",7,"6,2"
9,adult,worker,mobile,0.2937927377360272,"1,1",8,"2,5"
9,adult,worker,mobile,0.2937927377360272,"1,1",9,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",10,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",11,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",12,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",13,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",14,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",15,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",16,"4,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",17,"4,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",18,"2,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",19,"6,3"
9,adult,worker,mobile,0.2937927377360272,"1,1",20,"5,5"
9,adult,worker,mobile,0.2937927377360272,"1,1",21,"4,5"
9,adult,worker,mobile,0.2937927377360272,"1,1",22,"1,1"
9,adult,worker,mobile,0.2937927377360272,"1,1",23,"1,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",0,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",1,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",2,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",3,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",4,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",5,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",6,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",7,"17,2"
10,adult,worker,mobile,0.29067965400666446,"9,1",8,"14,6"
10,adult,worker,mobile,0.29067965400666446,"9,1",9,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",10,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",11,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",12,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",13,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",14,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",15,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",16,"15,4"
10,adult,worker,mobile,0.29067965400666446,"9,1",17,"16,5"
10,adult,worker,mobile,0.29067965400666446,"9,1",18,"15,6"
10,adult,worker,mobile,0.29067965400666446,"9,1",19,"17,5"
10,adult,worker,mobile,0.29067965400666446,"9,1",20,"16,3"
10,adult,worker,mobile,0.29067965400666446,"9,1",21,"13,5"
10,adult,worker,mobile,0.29067965400666446,"9,1",22,"9,1"
10,adult,worker,mobile,0.29067965400666446,"9,1",23,"9,1"
11,adult,worker,mobile,0.29337902378575376,"11,2",0,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",1,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",2,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",3,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",4,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",5,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",6,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",7,"11,7"
11,adult,worker,mobile,0.29337902378575376,"11,2",8,"8,5"
11,adult,worker,mobile,0.29337902378575376,"11,2",9,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",10,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",11,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",12,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",13,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",14,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",15,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",16,"10,6"
11,adult,worker,mobile,0.29337902378575376,"11,2",17,"11,7"
11,adult,worker,mobile,0.29337902378575376,"11,2",18,"9,5"
11,adult,worker,mobile,0.29337902378575376,"11,2",19,"12,7"
11,adult,worker,mobile,0.29337902378575376,"11,2",20,"9,5"
11,adult,worker,mobile,0.29337902378575376,"11,2",21,"8,7"
11,adult,worker,mobile,0.29337902378575376,"11,2",22,"11,2"
11,adult,worker,mobile,0.29337902378575376,"11,2",23,"11,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",0,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",1,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",2,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",3,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",4,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",5,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",6,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",7,"4,7"
12,adult,commuter,mobile,0.2580821854764632,"8,2",8,"7,8"
12,adult,commuter,mobile,0.2580821854764632,"8,2",9,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",10,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",11,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",12,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",13,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",14,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",15,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",16,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",17,"4,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",18,"7,7"
12,adult,commuter,mobile,0.2580821854764632,"8,2",19,"6,7"
12,adult,commuter,mobile,0.2580821854764632,"8,2",20,"6,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",21,"8,9"
12,adult,commuter,mobile,0.2580821854764632,"8,2",22,"8,2"
12,adult,commuter,mobile,0.2580821854764632,"8,2",23,"8,2"
13,adult,resident,mobile,0.23208808428151181,"7,6",0,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",1,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",2,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",3,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",4,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",5,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",6,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",7,"17,4"
13,adult,resident,mobile,0.23208808428151181,"7,6",8,"15,2"
13,adult,resident,mobile,0.23208808428151181,"7,6",9,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",10,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",11,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",12,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",13,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",14,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",15,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",16,"17,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",17,"15,1"
13,adult,resident,mobile,0.23208808428151181,"7,6",18,"18,5"
13,adult,resident,mobile,0.23208808428151181,"7,6",19,"15,4"
13,adult,resident,mobile,0.23208808428151181,"7,6",20,"18,4"
13,adult,resident,mobile,0.23208808428151181,"7,6",21,"18,3"
13,adult,resident,mobile,0.23208808428151181,"7,6",22,"7,6"
13,adult,resident,mobile,0.23208808428151181,"7,6",23,"7,6"
14,adult,commuter,mobile,0.22746461649058938,"5,5",0,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",1,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",2,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",3,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",4,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",5,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",6,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",7,"16,9"
14,adult,commuter,mobile,0.22746461649058938,"5,5",8,"18,9"
14,adult,commuter,mobile,0.22746461649058938,"5,5",9,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",10,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",11,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",12,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",13,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",14,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",15,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",16,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",17,"17,8"
14,adult,commuter,mobile,0.22746461649058938,"5,5",18,"17,9"
14,adult,commuter,mobile,0.22746461649058938,"5,5",19,"17,6"
14,adult,commuter,mobile,0.22746461649058938,"5,5",20,"17,9"
14,adult,commuter,mobile,0.22746461649058938,"5,5",21,"19,7"
14,adult,commuter,mobile,0.22746461649058938,"5,5",22,"5,5"
14,adult,commuter,mobile,0.22746461649058938,"5,5",23,"5,5"
15,child,student,mobile,0.4919996898463789,"16,1",0,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",1,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",2,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",3,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",4,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",5,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",6,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",7,"13,6"
15,child,student,mobile,0.4919996898463789,"16,1",8,"14,6"
15,child,student,mobile,0.4919996898463789,"16,1",9,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",10,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",11,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",12,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",13,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",14,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",15,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",16,"15,6"
15,child,student,mobile,0.4919996898463789,"16,1",17,"13,6"
15,child,student,mobile,0.4919996898463789,"16,1",18,"13,4"
15,child,student,mobile,0.4919996898463789,"16,1",19,"17,6"
15,child,student,mobile,0.4919996898463789,"16,1",20,"14,8"
15,child,student,mobile,0.4919996898463789,"16,1",21,"14,4"
15,child,student,mobile,0.4919996898463789,"16,1",22,"16,1"
15,child,student,mobile,0.4919996898463789,"16,1",23,"16,1"
16,child,student,restricted,0.7297879386484595,"14,9",0,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",1,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",2,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",3,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",4,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",5,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",6,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",7,"5,3"
16,child,student,restricted,0.7297879386484595,"14,9",8,"4,5"
16,child,student,restricted,0.7297879386484595,"14,9",9,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",10,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",11,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",12,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",13,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",14,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",15,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",16,"3,5"
16,child,student,restricted,0.7297879386484595,"14,9",17,"1,4"
16,child,student,restricted,0.7297879386484595,"14,9",18,"5,6"
16,child,student,restricted,0.7297879386484595,"14,9",19,"5,5"
16,child,student,restricted,0.7297879386484595,"14,9",20,"1,4"
16,child,student,restricted,0.7297879386484595,"14,9",21,"2,4"
16,child,student,restricted,0.7297879386484595,"14,9",22,"14,9"
16,child,student,restricted,0.7297879386484595,"14,9",23,"14,9"
17,elderly,resident,mobile,0.6910243835711712,"9,9",0,"9,9"
17,elderly,resident,mobile,0.6910243835711712,"9,9",1,"9,9"
17,elderly,resident,mobile,0.6910243835711712,"9,9",2,"9,9"
17,elderly,resident,mobile,0.6910243835711712,"9,9",3,"9,9"
